,word,ortho,vowels,uni_prob,bi_prob,bi_prob_smoothed,pos_uni_score,pos_bi_score,pos_uni_score_smoothed,pos_bi_score_smoothed,group,filename
153,c i t͡ʃ e f,kiçef,ie,-20.35455499473321,-inf,-23.19101449988911,1.2206632956388237,1.0041193198207332,1.2205511500064978,1.0040987094266125,4,kiçef.mp3
154,b i f e ʒ,bifej,ie,-19.56510509226675,-17.233656594746645,-17.35991958085872,1.2770233897314918,1.0171636142826754,1.276818171152988,1.0164683141415962,5,bifej.mp3
155,n i l e s,niles,ie,-16.331548266468857,-22.702137034627185,-22.335041029784072,1.2559429323718037,1.0105370402756846,1.2557640746194505,1.01014499607184,6,niles.mp3
156,l i l e c,lilek,ie,-21.536362523929785,-31.08398438892405,-30.331424169322283,1.2119594300984098,1.002450860254562,1.2118670410071015,1.002532859654261,1,lilek.mp3
157,l i l e h,lileh,ie,-18.919528331099237,-28.0860697294688,-27.46035835823068,1.2245450186213964,1.0031029632868411,1.2244264214977632,1.0031441439625928,2,lileh.mp3
158,t i t e n,titen,ie,-13.939688353962891,-13.031948462442172,-13.050716201785225,1.4094012502297124,1.034895013822322,1.4089409685681276,1.0331065768439232,3,titen.mp3
159,ɟ i ɟ e c,gigek,ie,-27.129968484650533,-inf,-33.71720502403168,1.193736127598374,1.0007611186215082,1.1936754056013783,1.0009324466444522,4,gigek.mp3
160,b i j e l,biyel,ie,-17.450630578939155,-15.174694213804408,-15.223894371415602,1.3089517738471208,1.0209242625509964,1.3086882691733015,1.0200235747731865,5,biyel.mp3
161,ɟ i f e ʒ,gifej,ie,-23.50725783914693,-25.179036508558365,-24.87841662264246,1.2121684741836356,1.0053026957384814,1.2120754128304632,1.0052306294125322,6,gifej.mp3
162,t i ɾ i n,tirin,ii,-14.025136929876307,-13.29622096087098,-13.31495014679013,1.4868293162319706,1.0380836476564423,1.4862336716167204,1.036141119098454,1,tirin.mp3
163,b i ɟ i ʒ,bigij,ii,-23.15230334260776,-24.915909991588407,-24.35353692250794,1.266203336252664,1.012035144436651,1.2660164134332708,1.0116199754960176,2,bigij.mp3
164,l i l i v,liliv,ii,-19.457588243664848,-29.20991366924059,-28.687492054822933,1.2303966335406769,1.003298594196525,1.2302676592286446,1.0033275292550925,3,liliv.mp3
165,b i ʒ i ʃ,bijiş,ii,-19.526656073717337,-17.97370132018528,-18.017836365125127,1.2861479817833397,1.0177954456980225,1.285919656722362,1.017025230789646,4,bijiş.mp3
166,l i l i c,lilik,ii,-21.734197850255637,-31.06847061939216,-30.413037420901237,1.2188544098693368,1.0021248087384225,1.2187494709030118,1.002227217500095,5,lilik.mp3
167,b i f i z,bifiz,ii,-17.367817790823707,-14.539143873848408,-14.5814801904761,1.3006774174319915,1.0215979149021732,1.300424750199676,1.0206250474382526,6,bifiz.mp3
168,v i c i t͡ʃ,vikiç,ii,-20.547113263958217,-inf,-23.1711421973128,1.2268410034005357,1.0039829073988151,1.2267195786230238,1.0039769766982811,1,vikiç.mp3
169,ɟ i ɟ i c,gigik,ii,-27.327803810976384,-34.544864796093734,-33.39335316750246,1.200631107369301,1.0004350671053688,1.2005578354972886,1.0006268044902862,2,gigik.mp3
170,n i l i s,nilis,ii,-16.529383592794712,-21.972909806953865,-21.72458759793683,1.262837912142731,1.0115151948241032,1.2626465045153608,1.0110619225343378,3,nilis.mp3
171,t i k o n,tikon,io,-15.196101206729836,-13.240996547523356,-13.26604749315664,1.31822773105001,1.0146171328879905,1.3179329037806882,1.0140073512575454,4,tikon.mp3
172,n i ɾ o h,niroh,io,-16.181858470568148,-20.449641425018715,-20.406357405732297,1.2804974089534673,1.016507593530359,1.2802882607954402,1.015847513933592,5,niroh.mp3
173,l i v o h,livoh,io,-19.595109788952644,-27.49272636985236,-27.15263118582112,1.1574639446613604,1.0022967539016463,1.1574688518675773,1.0023928574967222,6,livoh.mp3
174,ɟ i f o ʒ,gifoj,io,-24.780676297755964,-25.425443803693742,-25.116310217920844,1.1272633513846158,1.0025592701523314,1.1273248298147074,1.0026389458748235,1,gifoj.mp3
175,ɟ i ʒ o ʒ,gijoj,io,-26.81866112575745,-29.39941525084724,-28.902870287169502,1.1099298726971636,1.0005226776773717,1.110021532393878,1.000711052533111,2,gijoj.mp3
176,b i j o ʒ,biyoj,io,-20.1694739218949,-16.17150934468403,-16.29228988361789,1.2161562043575238,1.0185949627078428,1.2160636704095142,1.0178290236238705,3,biyoj.mp3
177,b i j o p,biyop,io,-17.819792145237756,-14.411741791563118,-14.44982851725279,1.2320675183451335,1.019116645133666,1.231941850926206,1.018318051070536,4,biyop.mp3
178,h i ʒ o ʃ,hijoş,io,-20.809527385524937,-21.758984629549012,-21.594790011980702,1.1730182993086722,1.005756231853628,1.1729939503390143,1.0056643656940627,5,hijoş.mp3
179,l i ʒ o h,lijoh,io,-21.63837167405498,-29.2969489690406,-28.811359959835062,1.1271576108556265,1.0003270467676877,1.1272152878236117,1.0005276672406118,6,lijoh.mp3
180,b i j u z,biyuz,iu,-17.587656552519828,-14.901222365010376,-14.934988048180376,1.2542839912465815,1.0211939364547036,1.2541176642790226,1.0202725415610168,1,biyuz.mp3
181,t i k u ɾ,tikur,iu,-14.757321292630818,-13.776182245400546,-13.797827878122703,1.3425309336547508,1.0178435286691223,1.3421911014635628,1.01704029300458,2,tikur.mp3
182,n i n u v,ninuv,iu,-16.587473487694577,-20.74289718035614,-20.73475916364208,1.2346503203991448,1.015385861708921,1.234519670994152,1.0147833558081725,3,ninuv.mp3
183,h i ʒ u ʒ,hijuj,iu,-22.89710181679552,-22.812369904220137,-22.719046165604528,1.174823947299784,1.005038918518121,1.1748014419634516,1.0049919529548976,4,hijuj.mp3
184,l i n u v,linuv,iu,-18.466975061018218,-24.951618240796765,-24.684255423615568,1.220141875184766,1.0121904544298916,1.220036316043871,1.011755851703082,5,linuv.mp3
185,l i ʒ u v,lijuv,iu,-21.791901518688565,-27.90170599209823,-27.610340559309456,1.1474829849634645,1.0007835188902832,1.1475039403773133,1.000955566256444,6,lijuv.mp3
186,z i ʃ u ʒ,zişuj,iu,-20.61119648749196,-21.50834429121576,-21.43777842049785,1.1722474271142185,1.0065648677878622,1.1722290569471934,1.0064344360939144,1,zişuj.mp3
187,ɟ i ʒ u ʒ,gijuj,iu,-26.63196638415128,-29.991575100561576,-29.47052707287037,1.1312986116566484,1.0003270467676877,1.1313513771126087,1.0005276672406118,2,gijuj.mp3
188,b i j u ʒ,biyuj,iu,-19.982779180288727,-18.35629998851609,-18.296720384198927,1.2375249433170086,1.019368047964322,1.237393515128245,1.0185609454976876,3,biyuj.mp3
189,n i v y j,nivüy,iy,-17.493047560834334,-22.47616192556484,-22.44275508862507,1.18050489552488,1.0055738254825757,1.1804673180900334,1.0054960636982748,4,nivüy.mp3
190,b i ɟ y j,bigüy,iy,-21.62183934875417,-23.738323784339784,-23.145271532434343,1.194804014519338,1.0122225483469989,1.1947420726709843,1.0117960739557024,5,bigüy.mp3
191,v i ɟ y ʒ,vigüj,iy,-24.876386571500724,-25.881186525811604,-25.267184291001364,1.12770092152038,1.0024086378704609,1.1277617239351925,1.0024984923228988,6,vigüj.mp3
192,f i m y z,fimüz,iy,-17.903375865695956,-14.742633621324917,-14.786764221872444,1.201636639433986,1.0120057633303254,1.2015630839111278,1.0115817861902552,1,fimüz.mp3
193,b i m y ʒ,bimüj,iy,-19.745708670599832,-17.144470810093683,-17.12870059621924,1.224775815843954,1.017560989647938,1.224668160873623,1.0168496999823045,2,bimüj.mp3
194,t i m y ɾ,timür,iy,-15.294846811552397,-13.660054019068708,-13.685647803861627,1.3091233520227514,1.0122665021223751,1.3088432638048708,1.011794088919323,3,timür.mp3
195,l i l y j,lilüy,iy,-19.9703861349136,-inf,-29.06974718873675,1.1481724014715176,1.0019943881319666,1.148190949754183,1.002104960638429,4,lilüy.mp3
196,l i l y c,lilük,iy,-22.91076831338442,-inf,-31.37384119300264,1.1284788898966889,1.0018639675255108,1.1285384476392613,1.0019827037767624,5,lilük.mp3
197,ɟ i ɟ y c,gigük,iy,-28.50437427410517,-34.16680202918272,-32.967862578483974,1.110255587396653,1.000231209196349,1.110346812233538,1.000436132364972,6,gigük.mp3
198,v i ɟ ø ʒ,vigöj,iø,-26.08508432555531,-inf,-26.573834589061327,1.1072439154231664,1.002221233960113,1.107341952591128,1.002322393863214,1,vigöj.mp3
199,t i s ø ɾ,tisör,iø,-16.6433666420812,-15.288823083741889,-15.32336104232457,1.2934630318516254,1.009196713442622,1.2932118263382686,1.0089195099707884,2,tisör.mp3
200,l i v ø h,livöh,iø,-20.90479487385284,-inf,-30.017786917374448,1.1384315211614455,1.0021258039899703,1.138471070171428,1.0022313327026664,3,livöh.mp3
201,l i v ø c,livök,iø,-23.521629066683385,-inf,-33.078770632151944,1.1258459326384591,1.0021258039899703,1.1259116896807664,1.0022313327026664,4,livök.mp3
202,b i ɟ ø z,bigöz,iø,-23.142448932022237,-inf,-20.44554264298711,1.1721298581123756,1.012165565043107,1.1721097679762331,1.011742232357684,5,bigöz.mp3
203,n i m ø h,nimöh,iø,-17.836768146508483,-23.90398304309107,-23.591272132676064,1.1712000775717255,1.0073974584829106,1.171182741587048,1.0072250641442173,6,nimöh.mp3
204,f i f ø c,fifök,iø,-22.93434618012945,-inf,-24.81560530960652,1.1324703057575094,1.00781397621939,1.132524760714353,1.0076205413173758,1,fifök.mp3
205,b i t͡ʃ ø z,biçöz,iø,-19.756398366120063,-16.19975610039546,-16.23976513062291,1.1837400183652915,1.0128196585784826,1.1836997124750908,1.0123617470711583,2,biçöz.mp3
206,ɟ i ɟ ø c,gigök,iø,-29.71307202815976,-inf,-34.785338500309926,1.0897985812994395,1.0001090155892292,1.0899270408894737,1.0003211623361203,3,gigök.mp3
207,f i b ɯ ʒ,fibıj,iɯ,-20.436961838794783,-inf,-22.99963373834789,1.1898218295863592,1.0083986623139738,1.1897722159469446,1.0081722495289367,4,fibıj.mp3
208,l i ʒ ɯ v,lijıv,iɯ,-21.57703454821374,-31.133696426108365,-30.207941372186912,1.1572841132328815,1.0003922570709156,1.157287229154971,1.000588795671445,5,lijıv.mp3
209,n i m ɯ h,nimıh,iɯ,-16.125521349527286,-21.514654728099533,-21.48267679386988,1.221402368300542,1.008105939127622,1.2212936567795851,1.0078930238188846,6,nimıh.mp3
210,l i ʒ ɯ h,lijıh,iɯ,-21.23680996197397,-30.679339934133328,-29.742273739726983,1.158327478084528,1.0005226776773717,1.1583284213199998,1.000711052533111,1,lijıh.mp3
211,t͡ʃ i d͡ʒ ɯ t͡ʃ,çicıç,iɯ,-18.934215266206888,-18.007434786889252,-18.031020698229675,1.1892406476791797,1.007346548615294,1.1891896194854592,1.007170341171165,2,çicıç.mp3
212,ɟ i ʒ ɯ ʒ,gijıj,iɯ,-26.41709941367645,-inf,-33.307818772675844,1.1410997399260654,1.0003270467676877,1.1411346658902664,1.0005276672406118,3,gijıj.mp3
213,t i k ɯ ɾ,tikır,iɯ,-14.54245432215599,-13.212451852990958,-13.233651743758994,1.352332061924168,1.0240330562526363,1.3519743902412205,1.0228729978485829,4,tikır.mp3
214,ɟ i f ɯ ʃ,gifış,iɯ,-22.1048454127982,-23.4979304882322,-23.110474694525763,1.1779963095818906,1.0083465331409436,1.177960316405389,1.0080648025533474,5,gifış.mp3
215,b i d͡ʒ ɯ z,bicız,iɯ,-18.017662927348493,-14.765156156833983,-14.806093842831208,1.2350324649864008,1.0156682860234614,1.2348988853670513,1.0150462915601737,6,bicız.mp3
216,d͡ʒ o ʒ a ʒ,cojaj,oa,-22.732617383645024,-22.66022685786692,-22.81587469719405,1.2757020818759344,1.001992869903803,1.275491702476653,1.002093919802276,1,cojaj.mp3
217,ʃ o ʒ a v,şojav,oa,-20.47724743734481,-22.61856961138616,-22.667019868719475,1.288367615858368,1.0061232207228026,1.2881315117422223,1.005964640548633,2,şojav.mp3
218,k o ɾ a n,koran,oa,-14.411209921897514,-12.294347060400495,-12.318134780608212,1.5780166675354677,1.0788840359427352,1.5772563021989838,1.0746155597877969,3,koran.mp3
219,t͡ʃ o ɫ a ʒ,çolaj,oa,-19.424282256875884,-18.005456232553836,-18.13605719361724,1.37194225034822,1.027293545810697,1.3715644260384483,1.0260195746102412,4,çolaj.mp3
220,b o v a n,bovan,oa,-16.83581550168471,-13.814124853759685,-13.841845975944103,1.4255332248977568,1.0453074842543126,1.4250378444168188,1.042851145035386,5,bovan.mp3
221,ɫ o t͡ʃ a v,loçav,oa,-17.38102037177355,-22.221171339417307,-22.17471603733289,1.2912051431600686,1.0104683496161708,1.2909639988175745,1.010075153889148,6,loçav.mp3
222,ɫ o t a ɫ,lotal,oa,-14.65850607845412,-17.671672662841534,-17.682535023707715,1.3973781624522024,1.0300127259382086,1.3969353956490551,1.0284804983759424,1,lotal.mp3
223,b o ʒ a n,bojan,oa,-18.87907738678704,-15.653898437212243,-15.751763646111796,1.3952268910920227,1.034064398232142,1.3947842803728532,1.0322259545780297,2,bojan.mp3
224,b o ʒ a ʒ,bojaj,oa,-22.204003844457397,-19.321037408784147,-19.52975317079178,1.3229086648122703,1.008762800579713,1.3226166484342836,1.0085081234147557,3,bojaj.mp3
225,ʃ o ʃ e ʒ,şoşej,oe,-20.72090935766442,-22.109244486171928,-22.17599288318765,1.2201293152835069,1.0053494657208828,1.2200223876473202,1.005275324117079,4,şoşej.mp3
226,b o ʒ e l,bojel,oe,-21.23324816820471,-18.060919487768725,-18.18287930587832,1.2463498551349634,1.008803329884933,1.2461951178538924,1.008547391347145,5,bojel.mp3
227,ɫ o c e j,lokey,oe,-19.459937199364497,-inf,-26.8066540964721,1.2048232326919666,1.0060903952169935,1.2047363825587754,1.0059482882890152,6,lokey.mp3
228,k o ɾ e n,koren,oe,-14.885879129991546,-12.897900518277458,-12.921968836319405,1.4935674111675834,1.051458107409831,1.492960755870561,1.0487970966537057,1,koren.mp3
229,ɫ o h e s,lohes,oe,-16.45817250086749,-21.317120361286086,-21.272071082039435,1.2426762924026875,1.009570595243294,1.24252019486607,1.0092260466145833,2,lohes.mp3
230,ɫ o c e c,lokek,oe,-22.400319377835324,-inf,-30.01158029879595,1.185129721117138,1.0027646697523702,1.185083880443854,1.0028307383165231,3,lokek.mp3
231,d͡ʒ o c e c,cokek,oe,-23.67398203471596,-inf,-30.529401402579964,1.1916801758594504,1.0012482052809664,1.1916230071191674,1.0013939567073278,4,cokek.mp3
232,b o ʒ e n,bojen,oe,-19.35374659488108,-15.678950482149968,-15.781459798642668,1.3107776347241384,1.0214541287111476,1.3104887340444304,1.020406306928782,5,bojen.mp3
233,g o ɟ e ʒ,gogej,oe,-24.70734295733524,-inf,-24.892441184593736,1.206949659858697,1.0013992346140868,1.2068658496110196,1.0015409476057728,6,gogej.mp3
234,ɫ o c i v,lokiv,oi,-20.32154509757039,-inf,-28.65533025674837,1.203566924559405,1.003612403694333,1.203484498665397,1.0036254079173543,1,lokiv.mp3
235,b o ʒ i l,bojil,oi,-21.431083494530565,-17.705568653800018,-17.83640175391364,1.2532448349058904,1.0092351210095205,1.2530775477498026,1.0089534298645335,2,bojil.mp3
236,g o ɟ i ʒ,gogij,oi,-24.90517828366109,-25.463316038560684,-25.0238451006757,1.213844639629624,1.001203603704403,1.21374827950693,1.001357562313273,3,gogij.mp3
237,b o ʒ i n,bojin,oi,-19.551581921206928,-15.34865531235195,-15.46250667001904,1.3176726144950657,1.0201904519518092,1.3173711639403407,1.019223006244508,4,bojin.mp3
238,k o ɾ i n,korin,oi,-15.0837144563174,-13.072652771256037,-13.096986467913933,1.5004623909385104,1.0494536476998977,1.4998431857664714,1.046913855195189,5,korin.mp3
239,ɫ o t i v,lotiv,oi,-16.623572496331185,-21.45944618243926,-21.45667533842388,1.270720527524629,1.0235566532375455,1.2705211729498675,1.0224757433127067,6,lotiv.mp3
240,ɫ o c i c,lokik,oi,-22.59815470416117,-inf,-30.38087562282667,1.192024700888065,1.0024386182362308,1.1919663103397642,1.002525096162357,1,lokik.mp3
241,d͡ʒ o c i c,cokik,oi,-23.871817361041813,-inf,-30.898696726610687,1.1985751556303774,1.000922153764827,1.1985054370150776,1.0010883145531615,2,cokik.mp3
242,z o ɟ i t,zogit,oi,-20.9589136182378,-22.968824668964604,-22.49812583794652,1.2408518651515077,1.0084540930642174,1.2406922707790116,1.0081503933184568,3,zogit.mp3
243,d͡ʒ o ʒ o h,cojoh,oo,-22.097218579005997,-25.099219589381008,-24.904916978881896,1.11821597789651,1.0007051178379167,1.118289134009679,1.0008859248512416,4,cojoh.mp3
244,b o p o p,bopop,oo,-19.25272795784617,-15.57498426327942,-15.61426036762116,1.1967740047349058,1.013486997864271,1.1967095549773488,1.0129840432080757,5,bopop.mp3
245,k o ɾ o n,koron,oo,-16.15929758860058,-13.868409821172923,-13.895071028995217,1.4086622883685636,1.0325528233779742,1.408210172854805,1.030997388207983,6,koron.mp3
246,b o ʒ o j,bojoy,oo,-21.245057054178083,-20.13244875835492,-20.04643182291501,1.1725304838846882,1.0075402588170546,1.1725072015915694,1.0073612568945542,1,bojoy.mp3
247,b o p o ʒ,bopoj,oo,-21.602409734503315,-17.33475181640033,-17.45672173398626,1.180862690747296,1.012965315438448,1.1808313744606571,1.01249501576141,2,bopoj.mp3
248,ɫ o t o s,lotos,oo,-16.650452551067872,-19.86130929042026,-19.87178226056184,1.1968532583423572,1.0076982350654493,1.1967836503746367,1.0074960391662156,3,lotos.mp3
249,ɫ o h o h,lohoh,oo,-18.44006945078326,-24.54133724676997,-24.433813499665337,1.140881701067639,1.0026601201755148,1.140915313678908,1.0027379316413156,4,lohoh.mp3
250,g o ʒ o ʒ,gojoj,oo,-24.62938331993061,-21.44182559607237,-21.448545619983207,1.1224260916219797,1.0013340243108588,1.1224961567900622,1.0014798191749397,5,gojoj.mp3
251,d͡ʒ o ʒ o ʒ,cojoj,oo,-24.48070505034809,-23.65144193577017,-23.604853465371203,1.1063477027090305,1.0009007487476005,1.1064455731324747,1.0010693101437411,6,cojoj.mp3
252,n o t u s,notus,ou,-16.47465512035086,-19.735328187133018,-19.743774110963223,1.2269920276179962,1.0080817305580838,1.226868358906597,1.0078462760915818,1,notus.mp3
253,b o ʒ u ɾ,bojur,ou,-20.188385139391087,-16.322503633728758,-16.394241238881506,1.250175714529859,1.0147786024753525,1.249996348711549,1.0141465127170373,2,bojur.mp3
254,d͡ʒ o ʒ u ʒ,cojuj,ou,-24.29401030874191,-24.243601785484508,-24.17251025107207,1.127716441668515,1.0007051178379167,1.127775417851205,1.0008859248512416,3,cojuj.mp3
255,k o k u ɾ,kokur,ou,-15.81589881907191,-14.164787591245988,-14.189177293546392,1.3561640083612907,1.0309577781402457,1.3558006156133138,1.029465068337247,4,kokur.mp3
256,b o ʒ u z,bojuz,ou,-21.370274141785384,-17.449334712896025,-17.52465638865124,1.1916820725344242,1.009300937004208,1.1916245129596132,1.0090117245270502,5,bojuz.mp3
257,d͡ʒ o t͡ʃ u ʒ,coçuj,ou,-22.25933783885341,-25.407920618685885,-25.226670777169343,1.1389450473591287,1.001545014340632,1.1389844721552644,1.0016802565901464,6,coçuj.mp3
258,g o ʒ u ʒ,gojuj,ou,-24.442688578324432,-22.033985445786712,-22.01620240568408,1.1437948305814645,1.001138393401175,1.1438260015087924,1.0012964338824402,1,gojuj.mp3
259,ɫ o h u v,lohuv,ou,-18.593599295416848,-24.06238500170176,-23.99927255278523,1.1612070751754773,1.0043702249837334,1.1612039662326097,1.004350345813558,2,lohuv.mp3
260,j o b u ʒ,yobuj,ou,-21.05836231257191,-20.278068086553,-20.20804314631168,1.1710790683578258,1.0066664843883977,1.171062773355354,1.006528208768726,3,yobuj.mp3
261,ɫ o c y c,lokük,oy,-23.77472516728996,-inf,-29.95538503380819,1.101649180915417,1.0021777770233191,1.1017552870760137,1.0022805824390244,4,lokük.mp3
262,ɫ o c y j,loküy,oy,-20.83434298881913,-inf,-27.6512910295423,1.1213426924902457,1.002308197629775,1.121407789190935,1.0024028393006907,5,loküy.mp3
263,b o ʒ y z,bojüz,oy,-21.657956214237167,-17.8013111360532,-17.796202222359895,1.1717379161722383,1.0080619412428775,1.1717166578887983,1.0078502843412198,6,bojüz.mp3
264,k o m y ɾ,komür,oy,-16.353424337993484,-13.883195970862252,-13.910528361180043,1.3227564267292913,1.0242905957012058,1.3224527779546218,1.0231863397295329,1,komür.mp3
265,b o z y z,bozüz,oy,-19.26283358646827,-16.006298136958325,-16.038972563588715,1.2096753412240209,1.011931948070003,1.2095880258287266,1.0115128583515274,2,bozüz.mp3
266,p o c y z,poküz,oy,-22.132396809934985,-inf,-22.792875288841223,1.1404551220852177,1.0044867211475823,1.1404879493119304,1.0044629596393846,3,poküz.mp3
267,g o ɟ y ʒ,gogüj,oy,-26.08174874678988,-24.756749204677632,-24.261882275036,1.1234691196569762,1.0013257973115228,1.1235372562431791,1.001472532342125,4,gogüj.mp3
268,ɫ o t y j,lotüy,oy,-17.13637038757993,-21.847842286805907,-21.838930472337697,1.1884962954554696,1.0069809217299424,1.1884444634754057,1.0068236264270505,5,lotüy.mp3
269,d͡ʒ o c y c,cokük,oy,-25.0483878241706,-inf,-30.473206137592207,1.1081996356577295,1.0006613125519153,1.108294413751327,1.000843800829829,6,cokük.mp3
270,b o ɟ ø z,bogöz,oø,-24.21803206430541,-inf,-19.98603714014059,1.1508993555127225,1.0076706794235104,1.1509159963499356,1.0074835137562206,1,bogöz.mp3
271,j o c ø f,yoköf,oø,-23.34087968343175,-inf,-24.211050554951704,1.1207079699595697,1.0033803356801,1.1207782546784186,1.003419297076754,2,yoköf.mp3
272,d͡ʒ o c ø c,cokök,oø,-26.257085578225187,-inf,-31.59753487885821,1.087742629560516,1.0005961022486871,1.0878746424072625,1.000782672398996,3,cokök.mp3
273,g o ɟ ø ʒ,gogöj,oø,-27.290446500844467,-inf,-25.568532573095965,1.1030121135597626,1.001138393401175,1.1031174848991148,1.0012964338824402,4,gogöj.mp3
274,ɫ o c ø c,lokök,oø,-24.98342292134455,-inf,-31.0797137750742,1.0811921748182034,1.0021125667200912,1.081335515731949,1.0022194540081912,5,lokök.mp3
275,ɫ o v ø c,lovök,oø,-22.706813314753763,-inf,-29.908765850171065,1.1103538449370305,1.0030937070231545,1.1104464091915205,1.0031487260784029,6,lovök.mp3
276,b o ʒ ø z,bojöz,oø,-22.86665396829175,-18.017128955938706,-17.902257196862156,1.1512809100750248,1.0076706794235104,1.1512968865447335,1.0074835137562206,1,bojöz.mp3
277,ɫ o m ø s,lomös,oø,-18.19297547659577,-23.7185910215694,-23.576018053983702,1.1580890131919466,1.006369125718587,1.1580884043189272,1.0062507303895665,2,lomös.mp3
278,k o n ø ɾ,konör,oø,-17.468982673500772,-15.665847293331234,-15.67041392566706,1.3263918658517442,1.0230245152622903,1.3260835017678103,1.0220198569868446,3,konör.mp3
279,d͡ʒ o h ɯ ʒ,cohıj,oɯ,-21.695656866924992,-inf,-27.095777081000016,1.1667337478513735,1.001314605615787,1.1667240129734051,1.0014626748261763,4,cohıj.mp3
280,b o j ɯ ʒ,boyıj,oɯ,-20.84349534209708,-inf,-21.13094063982574,1.2260955689867723,1.015232344142505,1.2259830322796048,1.0146378960431903,5,boyıj.mp3
281,g o d͡ʒ ɯ z,gocız,oɯ,-19.770537868401828,-17.17904521923025,-17.19916861874007,1.1826737683633608,1.0041826517558374,1.1826307514407104,1.004164363663955,6,gocız.mp3
282,d͡ʒ o ʒ ɯ ʒ,cojıj,oɯ,-24.079143338267087,-inf,-28.009801950877545,1.137517569937932,1.0007051178379167,1.1375587066288628,1.0008859248512416,1,cojıj.mp3
283,b o p ɯ z,bopız,oɯ,-18.80572539465341,-15.575160863623148,-15.6123249065678,1.2287916059057706,1.014936867151038,1.228668657107823,1.014349109888668,2,bopız.mp3
284,k o ɫ ɯ ɾ,kolır,oɯ,-15.746838565630412,-13.10667453460241,-13.133460503117467,1.3892399649311546,1.0364363220655193,1.3888182062736574,1.0346301929585895,3,kolır.mp3
285,ɫ o m ɯ t,lomıt,oɯ,-16.10906876251265,-20.463295386477544,-20.459024896790748,1.226354557914894,1.0089687051569078,1.2262249588685283,1.008691414558396,4,lomıt.mp3
286,b o ʒ ɯ ʒ,bojıj,oɯ,-23.550529799079456,-inf,-24.723680424475265,1.1847241528742682,1.0074750485138266,1.1846836525864934,1.007300128463721,5,bojıj.mp3
287,ɫ o h ɯ v,lohıv,oɯ,-18.378732324942018,-24.94666990743737,-24.8696524175722,1.1710082034448943,1.002896280390419,1.1709872550102671,1.0029605848662049,6,lohıv.mp3
288,n u ʒ a v,nujav,ua,-19.23989541094505,-24.070092646118187,-23.96757799454814,1.2890173650126455,1.0063398585044316,1.2887801370464675,1.0061698950642324,1,nujav.mp3
289,g u h a n,guhan,ua,-16.986187982608918,-14.003209503389854,-14.037361297492396,1.393585672209114,1.041008945259303,1.3931455531370758,1.0387823974648764,2,guhan.mp3
290,f u ʒ a ʒ,fujaj,ua,-22.57009892571624,-23.08487872668105,-23.10480964214021,1.283281237699766,1.0022636671308394,1.283057751040734,1.002350487946775,3,fujaj.mp3
291,b u ʒ a ʒ,bujaj,ua,-22.01730910285121,-20.97270040380033,-21.003650352513297,1.323179462039307,1.0084920033526763,1.3228869771540068,1.0082515552702562,4,bujaj.mp3
292,m u ɾ a n,muran,ua,-14.474358626761134,-11.950302324157594,-11.974383816242137,1.564482787413002,1.082042701236725,1.563745826768253,1.077607380125139,5,muran.mp3
293,n u g a v,nugav,ua,-17.32641256884868,-22.17862386284786,-22.142492609172585,1.295558300366401,1.0097861339305134,1.2953096832430069,1.0094276480806197,6,nugav.mp3
294,t͡ʃ u ɫ a ʒ,çulaj,ua,-19.237587515269706,-18.130207686087324,-18.26240532798674,1.3722130475752563,1.0249011247841782,1.3718347547581715,1.0237533348136263,1,çulaj.mp3
295,b u h a ʒ,buhaj,ua,-19.63382263150912,-16.589829009805186,-16.73205715679298,1.3523956399527486,1.021610727156267,1.3520522834985491,1.0206577518516846,2,buhaj.mp3
296,n u t a s,nutas,ua,-14.726567453647792,-18.01636316759076,-18.02466558703151,1.375248465052452,1.0268849669602398,1.3748549722517678,1.0255614198293237,3,nutas.mp3
297,g u ɟ e ʒ,gugej,ue,-24.520648215729064,-inf,-25.12589588220793,1.2072204570857334,1.0015072051556937,1.2071361783307428,1.0016432622663496,4,gugej.mp3
298,n u c e j,nukey,ue,-19.284139768647485,-inf,-27.03061959151581,1.2138640602351571,1.0046822496364043,1.213761575091728,1.0046141339376191,5,nukey.mp3
299,f u c e c,fukek,ue,-23.511463576787172,-inf,-29.336731806601904,1.199259331683282,1.0015190025080027,1.1991890556832483,1.0016505248518268,6,fukek.mp3
300,m u ɾ e ɾ,murer,ue,-14.696942662362323,-12.765770122828249,-12.78886990036498,1.4829679946903738,1.0554645066457835,1.482378633403974,1.052583586591879,1,murer.mp3
301,n u l e ɾ,nuler,ue,-16.7353899896315,-21.8754485295826,-21.502576488019884,1.2814781732006866,1.0164999980354623,1.2812387575669788,1.0157043429334207,2,nuler.mp3
302,b u z e ʒ,buzej,ue,-20.09685568317635,-17.84329781622566,-17.964161616964663,1.276667630723205,1.0139315296225708,1.2764627987655124,1.0134023197983453,3,buzej.mp3
303,b u m e l,bumel,ue,-17.814766387475487,-15.347656861812922,-15.39559611789573,1.295187097363635,1.01977328294233,1.2949473270829202,1.0189224624213549,4,bumel.mp3
304,h u h e c,huhek,ue,-20.54912774061602,-21.77039857112499,-21.665991317549235,1.2458994903446368,1.009202924406593,1.2457482240849875,1.0089254532786238,5,huhek.mp3
305,n u c e c,nukek,ue,-22.224521947118312,-inf,-30.235545793839652,1.1941705486603285,1.001356524171781,1.1941090729768065,1.0014965839651273,6,nukek.mp3
