Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-xe3o,randomiser-mhmr,branch-632j,randomiser-ydsz,randomiser-dv67,randomiser-4jvp,randomiser-whjp,randomiser-8x67,randomiser-wkma,branch-tihy,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER
2,1701429962963,01/12/2023 11:26:02,1701429964930,0,01/12/2023 11:26:04,146089,8,task-axcc,,33348569,BLIND,9873760,,complete,,6569c2519736ece7cbdb82c4,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x703,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,5,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,11698.700000047684,,,,,0,1,0,,,,,,Instructions,
3,1701429964932,01/12/2023 11:26:04,1701429966897,0,01/12/2023 11:26:06,146089,8,task-axcc,,33348569,BLIND,9873760,,complete,,6569c2519736ece7cbdb82c4,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x703,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,5,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,1949.8000000715256,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701429971409,01/12/2023 11:26:11,1701429973380,0,01/12/2023 11:26:13,146089,8,task-axcc,,33348569,BLIND,9873760,,complete,,6569c2519736ece7cbdb82c4,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x703,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,5,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,8432.200000047684,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,diş
5,1701429972975,01/12/2023 11:26:12,1701429974934,0,01/12/2023 11:26:14,146089,8,task-axcc,,33348569,BLIND,9873760,,complete,,6569c2519736ece7cbdb82c4,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x703,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,5,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,9986,,,diş,1,1,0,0,,,,,,Audio Check,diş
6,1701429974703,01/12/2023 11:26:14,1701429976676,0,01/12/2023 11:26:16,146089,8,task-axcc,,33348569,BLIND,9873760,,complete,,6569c2519736ece7cbdb82c4,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x703,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,5,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1737.6999999284744,,,,,0,1,0,,,,,,Audio Check,diş
7,1701429974941,01/12/2023 11:26:14,1701429976680,0,01/12/2023 11:26:16,146089,8,task-axcc,,33348569,BLIND,9873760,,complete,,6569c2519736ece7cbdb82c4,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x703,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,5,,,,yes,Spreadsheet1,,,END TASK,,,,,23514,,,,,0,1,0,,,,,,,
1,1701430012882,01/12/2023 11:26:52,1701430014282,0,01/12/2023 11:26:54,146089,8,task-axcc,,33348607,BLIND,9873790,,complete,,6569c2badeb78e8297cb37b7,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1280x720,1280x593,,,,Audio Check,9,SoundCheckPassed,1,test passed,6,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701430016596,01/12/2023 11:26:56,1701430018028,0,01/12/2023 11:26:58,146089,8,task-axcc,,33348607,BLIND,9873790,,complete,,6569c2badeb78e8297cb37b7,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1280x720,1280x593,,,,Audio Check,9,SoundCheckPassed,1,test passed,6,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,3694.2999999999884,,,,,0,1,0,,,,,,Instructions,
3,1701430018315,01/12/2023 11:26:58,1701430019749,0,01/12/2023 11:26:59,146089,8,task-axcc,,33348607,BLIND,9873790,,complete,,6569c2badeb78e8297cb37b7,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1280x720,1280x593,,,,Audio Check,9,SoundCheckPassed,1,test passed,6,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,1696.9000000000233,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701430019372,01/12/2023 11:26:59,1701430020817,0,01/12/2023 11:27:00,146089,8,task-axcc,,33348607,BLIND,9873790,,complete,,6569c2badeb78e8297cb37b7,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1280x720,1280x593,,,,Audio Check,9,SoundCheckPassed,1,test passed,6,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,2764.5,,,diş,1,1,0,0,,,,,,Audio Check,diş
5,1701430020511,01/12/2023 11:27:00,1701430021931,0,01/12/2023 11:27:01,146089,8,task-axcc,,33348607,BLIND,9873790,,complete,,6569c2badeb78e8297cb37b7,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1280x720,1280x593,,,,Audio Check,9,SoundCheckPassed,1,test passed,6,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1106.7000000000116,,,,,0,1,0,,,,,,Audio Check,diş
6,1701430020553,01/12/2023 11:27:00,1701430021933,0,01/12/2023 11:27:01,146089,8,task-axcc,,33348607,BLIND,9873790,,complete,,6569c2badeb78e8297cb37b7,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1280x720,1280x593,,,,Audio Check,9,SoundCheckPassed,1,test passed,6,,,,,,yes,Spreadsheet1,,,END TASK,,,,,7651,,,,,0,1,0,,,,,,,
1,1701431887755,01/12/2023 11:58:07,1701431887656,0,01/12/2023 11:58:07,146089,8,task-axcc,,33349487,BLIND,9873989,,complete,,6569c9d813bd39ce0c729a0a,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1352x697,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,4,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701432028604,01/12/2023 12:00:28,1701432028459,0,01/12/2023 12:00:28,146089,8,task-axcc,,33349487,BLIND,9873989,,complete,,6569c9d813bd39ce0c729a0a,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1352x697,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,4,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,140789.5,,,,,0,1,0,,,,,,Instructions,
3,1701432032612,01/12/2023 12:00:32,1701432032489,0,01/12/2023 12:00:32,146089,8,task-axcc,,33349487,BLIND,9873989,,complete,,6569c9d813bd39ce0c729a0a,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1352x697,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,4,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,3988.7999999523163,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701432038233,01/12/2023 12:00:38,1701432038190,0,01/12/2023 12:00:38,146089,8,task-axcc,,33349487,BLIND,9873989,,complete,,6569c9d813bd39ce0c729a0a,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1352x697,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,4,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,9690,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,diş
5,1701432039691,01/12/2023 12:00:39,1701432039593,0,01/12/2023 12:00:39,146089,8,task-axcc,,33349487,BLIND,9873989,,complete,,6569c9d813bd39ce0c729a0a,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1352x697,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,4,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,11091.5,,,diş,1,1,0,0,,,,,,Audio Check,diş
6,1701432041119,01/12/2023 12:00:41,1701432041089,0,01/12/2023 12:00:41,146089,8,task-axcc,,33349487,BLIND,9873989,,complete,,6569c9d813bd39ce0c729a0a,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1352x697,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,4,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1491.8000000715256,,,,,0,1,0,,,,,,Audio Check,diş
7,1701432041191,01/12/2023 12:00:41,1701432041091,0,01/12/2023 12:00:41,146089,8,task-axcc,,33349487,BLIND,9873989,,complete,,6569c9d813bd39ce0c729a0a,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1352x697,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,4,,,,yes,Spreadsheet1,,,END TASK,,,,,153435,,,,,0,1,0,,,,,,,
1,1701432020815,01/12/2023 12:00:20,1701432022072,0,01/12/2023 12:00:22,146089,8,task-axcc,,33349548,BLIND,9874001,,complete,,6569ca687e403f16de97f2f7,mobile,undefined K,Android 10,Chrome 118.0.0.0,915x412,838x332,,,,Audio Check,9,SoundCheckPassed,1,test passed,3,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701432096543,01/12/2023 12:01:36,1701432097901,0,01/12/2023 12:01:37,146089,8,task-axcc,,33349548,BLIND,9874001,,complete,,6569ca687e403f16de97f2f7,mobile,undefined K,Android 10,Chrome 118.0.0.0,915x412,838x332,,,,Audio Check,9,SoundCheckPassed,1,test passed,3,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,75668.30000019073,,,,,0,1,0,,,,,,Instructions,
3,1701432100401,01/12/2023 12:01:40,1701432101772,0,01/12/2023 12:01:41,146089,8,task-axcc,,33349548,BLIND,9874001,,complete,,6569ca687e403f16de97f2f7,mobile,undefined K,Android 10,Chrome 118.0.0.0,915x412,838x332,,,,Audio Check,9,SoundCheckPassed,1,test passed,3,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,3821.199999809265,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701432102362,01/12/2023 12:01:42,1701432103769,0,01/12/2023 12:01:43,146089,8,task-axcc,,33349548,BLIND,9874001,,complete,,6569ca687e403f16de97f2f7,mobile,undefined K,Android 10,Chrome 118.0.0.0,915x412,838x332,,,,Audio Check,9,SoundCheckPassed,1,test passed,3,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,5817.799999713898,,,diş,1,1,0,0,,,,,,Audio Check,diş
5,1701432103853,01/12/2023 12:01:43,1701432105205,0,01/12/2023 12:01:45,146089,8,task-axcc,,33349548,BLIND,9874001,,complete,,6569ca687e403f16de97f2f7,mobile,undefined K,Android 10,Chrome 118.0.0.0,915x412,838x332,,,,Audio Check,9,SoundCheckPassed,1,test passed,3,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1415.8000001907349,,,,,0,1,0,,,,,,Audio Check,diş
6,1701432103999,01/12/2023 12:01:43,1701432105218,0,01/12/2023 12:01:45,146089,8,task-axcc,,33349548,BLIND,9874001,,complete,,6569ca687e403f16de97f2f7,mobile,undefined K,Android 10,Chrome 118.0.0.0,915x412,838x332,,,,Audio Check,9,SoundCheckPassed,1,test passed,3,,,,,,yes,Spreadsheet1,,,END TASK,,,,,83146,,,,,0,1,0,,,,,,,
1,1701433596352,01/12/2023 12:26:36,1701433596256,1,01/12/2023 13:26:36,146089,8,task-axcc,,33350157,BLIND,9874162,,complete,,6569d0614375cfddfe44a6ee,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,393x852,734x310,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,4,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701433612484,01/12/2023 12:26:52,1701433612444,1,01/12/2023 13:26:52,146089,8,task-axcc,,33350157,BLIND,9874162,,complete,,6569d0614375cfddfe44a6ee,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,393x852,734x310,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,4,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,16134.000000000004,,,,,0,1,0,,,,,,Instructions,
3,1701433614930,01/12/2023 12:26:54,1701433614904,1,01/12/2023 13:26:54,146089,8,task-axcc,,33350157,BLIND,9874162,,complete,,6569d0614375cfddfe44a6ee,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,393x852,734x310,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,4,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2451,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701433620415,01/12/2023 12:27:00,1701433620387,1,01/12/2023 13:27:00,146089,8,task-axcc,,33350157,BLIND,9874162,,complete,,6569d0614375cfddfe44a6ee,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,393x852,734x310,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,4,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,7934,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,diş
5,1701433628311,01/12/2023 12:27:08,1701433628254,1,01/12/2023 13:27:08,146089,8,task-axcc,,33350157,BLIND,9874162,,complete,,6569d0614375cfddfe44a6ee,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,393x852,734x310,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,4,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,15801,,,AUDIO PLAY REQUESTED,3,0,1,0,,,,,,Audio Check,diş
6,1701433630172,01/12/2023 12:27:10,1701433630123,1,01/12/2023 13:27:10,146089,8,task-axcc,,33350157,BLIND,9874162,,complete,,6569d0614375cfddfe44a6ee,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,393x852,734x310,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,4,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,17669,,,diş,1,1,0,0,,,,,,Audio Check,diş
7,1701433631699,01/12/2023 12:27:11,1701433631657,1,01/12/2023 13:27:11,146089,8,task-axcc,,33350157,BLIND,9874162,,complete,,6569d0614375cfddfe44a6ee,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,393x852,734x310,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,4,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1521,,,,,0,1,0,,,,,,Audio Check,diş
8,1701433631764,01/12/2023 12:27:11,1701433631660,1,01/12/2023 13:27:11,146089,8,task-axcc,,33350157,BLIND,9874162,,complete,,6569d0614375cfddfe44a6ee,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,393x852,734x310,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,4,yes,Spreadsheet1,,,END TASK,,,,,35404,,,,,0,1,0,,,,,,,
1,1701435352949,01/12/2023 12:55:52,1701435352946,1,01/12/2023 13:55:52,146089,8,task-axcc,,33350907,BLIND,9874358,,complete,,6569d6e92e3a7a4bc41a1ada,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x707,,,,Audio Check,9,SoundCheckPassed,2,test passed,,5,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701435392470,01/12/2023 12:56:32,1701435392512,1,01/12/2023 13:56:32,146089,8,task-axcc,,33350907,BLIND,9874358,,complete,,6569d6e92e3a7a4bc41a1ada,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x707,,,,Audio Check,9,SoundCheckPassed,2,test passed,,5,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,39521.199999928474,,,,,0,1,0,,,,,,Instructions,
3,1701435395105,01/12/2023 12:56:35,1701435395007,1,01/12/2023 13:56:35,146089,8,task-axcc,,33350907,BLIND,9874358,,complete,,6569d6e92e3a7a4bc41a1ada,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x707,,,,Audio Check,9,SoundCheckPassed,2,test passed,,5,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2478,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701435396444,01/12/2023 12:56:36,1701435396478,1,01/12/2023 13:56:36,146089,8,task-axcc,,33350907,BLIND,9874358,,complete,,6569d6e92e3a7a4bc41a1ada,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x707,,,,Audio Check,9,SoundCheckPassed,2,test passed,,5,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,3948.2999999523163,,,diş,1,1,0,0,,,,,,Audio Check,diş
5,1701435398422,01/12/2023 12:56:38,1701435398474,1,01/12/2023 13:56:38,146089,8,task-axcc,,33350907,BLIND,9874358,,complete,,6569d6e92e3a7a4bc41a1ada,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x707,,,,Audio Check,9,SoundCheckPassed,2,test passed,,5,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1989.8999999761581,,,,,0,1,0,,,,,,Audio Check,diş
6,1701435398520,01/12/2023 12:56:38,1701435398484,1,01/12/2023 13:56:38,146089,8,task-axcc,,33350907,BLIND,9874358,,complete,,6569d6e92e3a7a4bc41a1ada,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x707,,,,Audio Check,9,SoundCheckPassed,2,test passed,,5,,,,,yes,Spreadsheet1,,,END TASK,,,,,45538,,,,,0,1,0,,,,,,,
1,1701437052275,01/12/2023 13:24:12,1701437052177,1,01/12/2023 14:24:12,146089,8,task-axcc,,33351627,BLIND,9874559,,complete,,6569dccfd5a157a847efb2ff,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Audio Check,9,SoundCheckPassed,2,test passed,,4,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701437070132,01/12/2023 13:24:30,1701437069544,1,01/12/2023 14:24:29,146089,8,task-axcc,,33351627,BLIND,9874559,,complete,,6569dccfd5a157a847efb2ff,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Audio Check,9,SoundCheckPassed,2,test passed,,4,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,17343.79999999702,,,,,0,1,0,,,,,,Instructions,
3,1701437071651,01/12/2023 13:24:31,1701437071560,1,01/12/2023 14:24:31,146089,8,task-axcc,,33351627,BLIND,9874559,,complete,,6569dccfd5a157a847efb2ff,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Audio Check,9,SoundCheckPassed,2,test passed,,4,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2009,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701437073303,01/12/2023 13:24:33,1701437073218,1,01/12/2023 14:24:33,146089,8,task-axcc,,33351627,BLIND,9874559,,complete,,6569dccfd5a157a847efb2ff,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Audio Check,9,SoundCheckPassed,2,test passed,,4,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,3666.2999999970198,,,diş,1,1,0,0,,,,,,Audio Check,diş
5,1701437074956,01/12/2023 13:24:34,1701437074697,1,01/12/2023 14:24:34,146089,8,task-axcc,,33351627,BLIND,9874559,,complete,,6569dccfd5a157a847efb2ff,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Audio Check,9,SoundCheckPassed,2,test passed,,4,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1474.5999999940395,,,,,0,1,0,,,,,,Audio Check,diş
6,1701437075282,01/12/2023 13:24:35,1701437074699,1,01/12/2023 14:24:34,146089,8,task-axcc,,33351627,BLIND,9874559,,complete,,6569dccfd5a157a847efb2ff,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Audio Check,9,SoundCheckPassed,2,test passed,,4,,,,,yes,Spreadsheet1,,,END TASK,,,,,22522,,,,,0,1,0,,,,,,,
1,1701437118667,01/12/2023 13:25:18,1701437115200,0,01/12/2023 13:25:15,146089,8,task-axcc,,33351657,BLIND,9874574,,complete,,6569de0538c894f3d78d2c3f,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,1,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701437211425,01/12/2023 13:26:51,1701437207987,0,01/12/2023 13:26:47,146089,8,task-axcc,,33351657,BLIND,9874574,,complete,,6569de0538c894f3d78d2c3f,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,1,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,92725.69999998808,,,,,0,1,0,,,,,,Instructions,
3,1701437213664,01/12/2023 13:26:53,1701437210224,0,01/12/2023 13:26:50,146089,8,task-axcc,,33351657,BLIND,9874574,,complete,,6569de0538c894f3d78d2c3f,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,1,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2216.399999976158,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701437215128,01/12/2023 13:26:55,1701437211725,0,01/12/2023 13:26:51,146089,8,task-axcc,,33351657,BLIND,9874574,,complete,,6569de0538c894f3d78d2c3f,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,1,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,3716.899999976158,,,diş,1,1,0,0,,,,,,Audio Check,diş
5,1701437217092,01/12/2023 13:26:57,1701437213673,0,01/12/2023 13:26:53,146089,8,task-axcc,,33351657,BLIND,9874574,,complete,,6569de0538c894f3d78d2c3f,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,1,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1940.699999988079,,,,,0,1,0,,,,,,Audio Check,diş
6,1701437217213,01/12/2023 13:26:57,1701437213675,0,01/12/2023 13:26:53,146089,8,task-axcc,,33351657,BLIND,9874574,,complete,,6569de0538c894f3d78d2c3f,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,1,,yes,Spreadsheet1,,,END TASK,,,,,98475,,,,,0,1,0,,,,,,,
1,1701437523751,01/12/2023 13:32:03,1701437528072,-5,01/12/2023 08:32:08,146089,8,task-axcc,,33351882,BLIND,9874648,,complete,,6569dff04b257636535aae50,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x929,,,,Audio Check,9,SoundCheckPassed,4,test passed,,,,5,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701437526437,01/12/2023 13:32:06,1701437530799,-5,01/12/2023 08:32:10,146089,8,task-axcc,,33351882,BLIND,9874648,,complete,,6569dff04b257636535aae50,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x929,,,,Audio Check,9,SoundCheckPassed,4,test passed,,,,5,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,2704.2999999998137,,,,,0,1,0,,,,,,Instructions,
3,1701437528962,01/12/2023 13:32:08,1701437533337,-5,01/12/2023 08:32:13,146089,8,task-axcc,,33351882,BLIND,9874648,,complete,,6569dff04b257636535aae50,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x929,,,,Audio Check,9,SoundCheckPassed,4,test passed,,,,5,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2532.5999999996275,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701437530477,01/12/2023 13:32:10,1701437534820,-5,01/12/2023 08:32:14,146089,8,task-axcc,,33351882,BLIND,9874648,,complete,,6569dff04b257636535aae50,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x929,,,,Audio Check,9,SoundCheckPassed,4,test passed,,,,5,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,4014.5999999996275,,,diş,1,1,0,0,,,,,,Audio Check,diş
5,1701437532350,01/12/2023 13:32:12,1701437536721,-5,01/12/2023 08:32:16,146089,8,task-axcc,,33351882,BLIND,9874648,,complete,,6569dff04b257636535aae50,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x929,,,,Audio Check,9,SoundCheckPassed,4,test passed,,,,5,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1895.7999999998137,,,,,0,1,0,,,,,,Audio Check,diş
6,1701437532637,01/12/2023 13:32:12,1701437536723,-5,01/12/2023 08:32:16,146089,8,task-axcc,,33351882,BLIND,9874648,,complete,,6569dff04b257636535aae50,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x929,,,,Audio Check,9,SoundCheckPassed,4,test passed,,,,5,,,yes,Spreadsheet1,,,END TASK,,,,,8651,,,,,0,1,0,,,,,,,
