Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-xe3o,randomiser-mhmr,branch-632j,randomiser-ydsz,randomiser-dv67,randomiser-4jvp,randomiser-whjp,randomiser-8x67,randomiser-wkma,branch-tihy,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display
3,1701438645096,01/12/2023 13:50:45,1701438646307,-5,01/12/2023 08:50:46,146089,8,task-vpa3,,33352382,BLIND,9874765,,complete,,6569e43ec74dfc0324852f5f,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x955,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,5,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,1.2999999970197678,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
4,1701438654373,01/12/2023 13:50:54,1701438655676,-5,01/12/2023 08:50:55,146089,8,task-vpa3,,33352382,BLIND,9874765,,complete,,6569e43ec74dfc0324852f5f,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x955,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,5,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone1,response_rating_scale_likert_active,9369.89999999851,,,1,1,1,0,0,,,,,,Task
5,1701438654517,01/12/2023 13:50:54,1701438655681,-5,01/12/2023 08:50:55,146089,8,task-vpa3,,33352382,BLIND,9874765,,complete,,6569e43ec74dfc0324852f5f,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x955,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,5,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone4,content_web_audio,0.29999999701976776,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
6,1701438660526,01/12/2023 13:51:00,1701438661843,-5,01/12/2023 08:51:01,146089,8,task-vpa3,,33352382,BLIND,9874765,,complete,,6569e43ec74dfc0324852f5f,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x955,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,5,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone1,response_rating_scale_likert_active,6161.89999999851,,,7,1,1,0,0,,,,,,Task
7,1701438660638,01/12/2023 13:51:00,1701438661850,-5,01/12/2023 08:51:01,146089,8,task-vpa3,,33352382,BLIND,9874765,,complete,,6569e43ec74dfc0324852f5f,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x955,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,5,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,0.3999999985098839,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
8,1701438665278,01/12/2023 13:51:05,1701438666600,-5,01/12/2023 08:51:06,146089,8,task-vpa3,,33352382,BLIND,9874765,,complete,,6569e43ec74dfc0324852f5f,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x955,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,5,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,4750.79999999702,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Task
9,1701438666691,01/12/2023 13:51:06,1701438668011,-5,01/12/2023 08:51:08,146089,8,task-vpa3,,33352382,BLIND,9874765,,complete,,6569e43ec74dfc0324852f5f,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x955,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,5,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,6161.70000000298,,,AUDIO PLAY REQUESTED,3,0,1,0,,,,,,Task
10,1701438669168,01/12/2023 13:51:09,1701438670021,-5,01/12/2023 08:51:10,146089,8,task-vpa3,,33352382,BLIND,9874765,,complete,,6569e43ec74dfc0324852f5f,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x955,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,5,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,8633.89999999851,,,AUDIO PLAY REQUESTED,4,0,1,0,,,,,,Task
11,1701438673616,01/12/2023 13:51:13,1701438674469,-5,01/12/2023 08:51:14,146089,8,task-vpa3,,33352382,BLIND,9874765,,complete,,6569e43ec74dfc0324852f5f,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x955,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,5,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,13082.10000000149,,,AUDIO PLAY REQUESTED,5,0,1,0,,,,,,Task
12,1701438681576,01/12/2023 13:51:21,1701438682429,-5,01/12/2023 08:51:22,146089,8,task-vpa3,,33352382,BLIND,9874765,,complete,,6569e43ec74dfc0324852f5f,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x955,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,5,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone1,response_rating_scale_likert_active,21041.70000000298,,,4,1,1,0,0,,,,,,Task
13,1701438682801,01/12/2023 13:51:22,1701438683645,-5,01/12/2023 08:51:23,146089,8,task-vpa3,,33352382,BLIND,9874765,,complete,,6569e43ec74dfc0324852f5f,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x955,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,5,yes,Spreadsheet1,Spreadsheet1,2,1,4,success,advancementZone,continue_button,1212,,,,,0,1,0,,,,,,Task
14,1701438682909,01/12/2023 13:51:22,1701438683656,-5,01/12/2023 08:51:23,146089,8,task-vpa3,,33352382,BLIND,9874765,,complete,,6569e43ec74dfc0324852f5f,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x955,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,5,yes,Spreadsheet1,Spreadsheet1,2,1,6,move,Zone1,timelimit_screen,16.62800000000425,,,,,0,1,0,,,1,,,Task
15,1701438682909,01/12/2023 13:51:22,1701438683658,-5,01/12/2023 08:51:23,146089,8,task-vpa3,,33352382,BLIND,9874765,,complete,,6569e43ec74dfc0324852f5f,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x955,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,5,yes,Spreadsheet1,,,END TASK,,,,,51564,,,,,0,1,0,,,,,,
1,1701439489202,01/12/2023 14:04:49,1701439489027,1,01/12/2023 15:04:49,146089,8,task-vpa3,,33352741,BLIND,9874880,,complete,,6569e7944657ae3651475ed5,mobile,undefined K,Android 10,Chrome 119.0.0.0,772x360,699x280,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,3,test passed,,,5,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1701439531300,01/12/2023 14:05:31,1701439531141,1,01/12/2023 15:05:31,146089,8,task-vpa3,,33352741,BLIND,9874880,,complete,,6569e7944657ae3651475ed5,mobile,undefined K,Android 10,Chrome 119.0.0.0,772x360,699x280,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,3,test passed,,,5,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,42059.799999952316,,,,,0,1,0,,,,,,Prompt
3,1701439531441,01/12/2023 14:05:31,1701439531184,1,01/12/2023 15:05:31,146089,8,task-vpa3,,33352741,BLIND,9874880,,complete,,6569e7944657ae3651475ed5,mobile,undefined K,Android 10,Chrome 119.0.0.0,772x360,699x280,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,3,test passed,,,5,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,2.300000011920929,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
4,1701439534918,01/12/2023 14:05:34,1701439534766,1,01/12/2023 15:05:34,146089,8,task-vpa3,,33352741,BLIND,9874880,,complete,,6569e7944657ae3651475ed5,mobile,undefined K,Android 10,Chrome 119.0.0.0,772x360,699x280,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,3,test passed,,,5,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,3584.100000023842,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Task
5,1701439535703,01/12/2023 14:05:35,1701439535553,1,01/12/2023 15:05:35,146089,8,task-vpa3,,33352741,BLIND,9874880,,complete,,6569e7944657ae3651475ed5,mobile,undefined K,Android 10,Chrome 119.0.0.0,772x360,699x280,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,3,test passed,,,5,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone1,response_rating_scale_likert_active,4368.699999988079,,,1,1,1,0,0,,,,,,Task
6,1701439535846,01/12/2023 14:05:35,1701439535579,1,01/12/2023 15:05:35,146089,8,task-vpa3,,33352741,BLIND,9874880,,complete,,6569e7944657ae3651475ed5,mobile,undefined K,Android 10,Chrome 119.0.0.0,772x360,699x280,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,3,test passed,,,5,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone4,content_web_audio,0.9000000357627869,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
7,1701439537275,01/12/2023 14:05:37,1701439537135,1,01/12/2023 15:05:37,146089,8,task-vpa3,,33352741,BLIND,9874880,,complete,,6569e7944657ae3651475ed5,mobile,undefined K,Android 10,Chrome 119.0.0.0,772x360,699x280,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,3,test passed,,,5,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone1,response_rating_scale_likert_active,1555.9000000357628,,,7,1,1,0,0,,,,,,Task
8,1701439537376,01/12/2023 14:05:37,1701439537163,1,01/12/2023 15:05:37,146089,8,task-vpa3,,33352741,BLIND,9874880,,complete,,6569e7944657ae3651475ed5,mobile,undefined K,Android 10,Chrome 119.0.0.0,772x360,699x280,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,3,test passed,,,5,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,0.9000000357627869,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
9,1701439539132,01/12/2023 14:05:39,1701439538985,1,01/12/2023 15:05:38,146089,8,task-vpa3,,33352741,BLIND,9874880,,complete,,6569e7944657ae3651475ed5,mobile,undefined K,Android 10,Chrome 119.0.0.0,772x360,699x280,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,3,test passed,,,5,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone1,response_rating_scale_likert_active,1821.9000000357628,,,4,1,1,0,0,,,,,,Task
10,1701439540247,01/12/2023 14:05:40,1701439540109,1,01/12/2023 15:05:40,146089,8,task-vpa3,,33352741,BLIND,9874880,,complete,,6569e7944657ae3651475ed5,mobile,undefined K,Android 10,Chrome 119.0.0.0,772x360,699x280,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,3,test passed,,,5,,,,yes,Spreadsheet1,Spreadsheet1,2,1,4,success,advancementZone,continue_button,1112.800000011921,,,,,0,1,0,,,,,,Task
11,1701439540336,01/12/2023 14:05:40,1701439540135,1,01/12/2023 15:05:40,146089,8,task-vpa3,,33352741,BLIND,9874880,,complete,,6569e7944657ae3651475ed5,mobile,undefined K,Android 10,Chrome 119.0.0.0,772x360,699x280,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,3,test passed,,,5,,,,yes,Spreadsheet1,Spreadsheet1,2,1,6,move,Zone1,timelimit_screen,16.67199999999866,,,,,0,1,0,,,1,,,Task
12,1701439540336,01/12/2023 14:05:40,1701439540138,1,01/12/2023 15:05:40,146089,8,task-vpa3,,33352741,BLIND,9874880,,complete,,6569e7944657ae3651475ed5,mobile,undefined K,Android 10,Chrome 119.0.0.0,772x360,699x280,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,3,test passed,,,5,,,,yes,Spreadsheet1,,,END TASK,,,,,51111,,,,,0,1,0,,,,,,
1,1701441433457,01/12/2023 14:37:13,1701441433361,0,01/12/2023 14:37:13,146089,8,task-vpa3,,33353547,BLIND,9875070,,complete,,6569ee06648631bcf13a8d42,mobile,Apple iPhone,iOS 17.1,Chrome 119.0.6045.169,430x932,814x374,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,1,test passed,3,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1701441580285,01/12/2023 14:39:40,1701441580148,0,01/12/2023 14:39:40,146089,8,task-vpa3,,33353547,BLIND,9875070,,complete,,6569ee06648631bcf13a8d42,mobile,Apple iPhone,iOS 17.1,Chrome 119.0.6045.169,430x932,814x374,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,1,test passed,3,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,146770,,,,,0,1,0,,,,,,Prompt
3,1701441580330,01/12/2023 14:39:40,1701441580171,0,01/12/2023 14:39:40,146089,8,task-vpa3,,33353547,BLIND,9875070,,complete,,6569ee06648631bcf13a8d42,mobile,Apple iPhone,iOS 17.1,Chrome 119.0.6045.169,430x932,814x374,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,1,test passed,3,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
4,1701441584072,01/12/2023 14:39:44,1701441584017,0,01/12/2023 14:39:44,146089,8,task-vpa3,,33353547,BLIND,9875070,,complete,,6569ee06648631bcf13a8d42,mobile,Apple iPhone,iOS 17.1,Chrome 119.0.6045.169,430x932,814x374,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,1,test passed,3,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone1,response_rating_scale_likert_active,3847,,,1,1,1,0,0,,,,,,Task
5,1701441584145,01/12/2023 14:39:44,1701441584034,0,01/12/2023 14:39:44,146089,8,task-vpa3,,33353547,BLIND,9875070,,complete,,6569ee06648631bcf13a8d42,mobile,Apple iPhone,iOS 17.1,Chrome 119.0.6045.169,430x932,814x374,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,1,test passed,3,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone4,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
6,1701441587385,01/12/2023 14:39:47,1701441587336,0,01/12/2023 14:39:47,146089,8,task-vpa3,,33353547,BLIND,9875070,,complete,,6569ee06648631bcf13a8d42,mobile,Apple iPhone,iOS 17.1,Chrome 119.0.6045.169,430x932,814x374,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,1,test passed,3,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone1,response_rating_scale_likert_active,3302.000000000029,,,7,1,1,0,0,,,,,,Task
7,1701441587432,01/12/2023 14:39:47,1701441587350,0,01/12/2023 14:39:47,146089,8,task-vpa3,,33353547,BLIND,9875070,,complete,,6569ee06648631bcf13a8d42,mobile,Apple iPhone,iOS 17.1,Chrome 119.0.6045.169,430x932,814x374,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,1,test passed,3,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
8,1701441589677,01/12/2023 14:39:49,1701441589619,0,01/12/2023 14:39:49,146089,8,task-vpa3,,33353547,BLIND,9875070,,complete,,6569ee06648631bcf13a8d42,mobile,Apple iPhone,iOS 17.1,Chrome 119.0.6045.169,430x932,814x374,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,1,test passed,3,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone1,response_rating_scale_likert_active,2269,,,4,1,1,0,0,,,,,,Task
9,1701441590640,01/12/2023 14:39:50,1701441590587,0,01/12/2023 14:39:50,146089,8,task-vpa3,,33353547,BLIND,9875070,,complete,,6569ee06648631bcf13a8d42,mobile,Apple iPhone,iOS 17.1,Chrome 119.0.6045.169,430x932,814x374,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,1,test passed,3,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,4,success,advancementZone,continue_button,961,,,,,0,1,0,,,,,,Task
10,1701441590681,01/12/2023 14:39:50,1701441590600,0,01/12/2023 14:39:50,146089,8,task-vpa3,,33353547,BLIND,9875070,,complete,,6569ee06648631bcf13a8d42,mobile,Apple iPhone,iOS 17.1,Chrome 119.0.6045.169,430x932,814x374,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,1,test passed,3,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,6,move,Zone1,timelimit_screen,12,,,,,0,1,0,,,1,,,Task
11,1701441590681,01/12/2023 14:39:50,1701441590601,0,01/12/2023 14:39:50,146089,8,task-vpa3,,33353547,BLIND,9875070,,complete,,6569ee06648631bcf13a8d42,mobile,Apple iPhone,iOS 17.1,Chrome 119.0.6045.169,430x932,814x374,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,1,test passed,3,,,,,,yes,Spreadsheet1,,,END TASK,,,,,157240,,,,,0,1,0,,,,,,
1,1701441720578,01/12/2023 14:42:00,1701441720685,0,01/12/2023 14:42:00,146089,8,task-vpa3,,33353687,BLIND,9875096,,complete,,6569f009d5d541a2a1bc4e58,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x1001,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,2,test passed,,3,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1701441826221,01/12/2023 14:43:46,1701441826371,0,01/12/2023 14:43:46,146089,8,task-vpa3,,33353687,BLIND,9875096,,complete,,6569f009d5d541a2a1bc4e58,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x1001,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,2,test passed,,3,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,105604.19999999995,,,,,0,1,0,,,,,,Prompt
3,1701441826313,01/12/2023 14:43:46,1701441826406,0,01/12/2023 14:43:46,146089,8,task-vpa3,,33353687,BLIND,9875096,,complete,,6569f009d5d541a2a1bc4e58,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x1001,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,2,test passed,,3,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,2.4000000001396984,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
4,1701441831240,01/12/2023 14:43:51,1701441831348,0,01/12/2023 14:43:51,146089,8,task-vpa3,,33353687,BLIND,9875096,,complete,,6569f009d5d541a2a1bc4e58,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x1001,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,2,test passed,,3,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone1,response_rating_scale_likert_active,4943.700000000186,,,1,1,1,0,0,,,,,,Task
5,1701441831330,01/12/2023 14:43:51,1701441831358,0,01/12/2023 14:43:51,146089,8,task-vpa3,,33353687,BLIND,9875096,,complete,,6569f009d5d541a2a1bc4e58,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x1001,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,2,test passed,,3,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone4,content_web_audio,0.5999999998603016,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
6,1701441833099,01/12/2023 14:43:53,1701441833222,0,01/12/2023 14:43:53,146089,8,task-vpa3,,33353687,BLIND,9875096,,complete,,6569f009d5d541a2a1bc4e58,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x1001,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,2,test passed,,3,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone1,response_rating_scale_likert_active,1864.5,,,7,1,1,0,0,,,,,,Task
7,1701441833201,01/12/2023 14:43:53,1701441833233,0,01/12/2023 14:43:53,146089,8,task-vpa3,,33353687,BLIND,9875096,,complete,,6569f009d5d541a2a1bc4e58,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x1001,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,2,test passed,,3,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,0.6999999999534339,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
8,1701441835911,01/12/2023 14:43:55,1701441836079,0,01/12/2023 14:43:56,146089,8,task-vpa3,,33353687,BLIND,9875096,,complete,,6569f009d5d541a2a1bc4e58,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x1001,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,2,test passed,,3,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone1,response_rating_scale_likert_active,2845.5999999998603,,,4,1,1,0,0,,,,,,Task
9,1701441837417,01/12/2023 14:43:57,1701441837586,0,01/12/2023 14:43:57,146089,8,task-vpa3,,33353687,BLIND,9875096,,complete,,6569f009d5d541a2a1bc4e58,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x1001,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,2,test passed,,3,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,4,success,advancementZone,continue_button,1500.2999999998137,,,,,0,1,0,,,,,,Task
10,1701441837506,01/12/2023 14:43:57,1701441837606,0,01/12/2023 14:43:57,146089,8,task-vpa3,,33353687,BLIND,9875096,,complete,,6569f009d5d541a2a1bc4e58,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x1001,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,2,test passed,,3,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,6,move,Zone1,timelimit_screen,16.612999999997555,,,,,0,1,0,,,1,,,Task
11,1701441837506,01/12/2023 14:43:57,1701441837611,0,01/12/2023 14:43:57,146089,8,task-vpa3,,33353687,BLIND,9875096,,complete,,6569f009d5d541a2a1bc4e58,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x1001,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,2,test passed,,3,,,,,yes,Spreadsheet1,,,END TASK,,,,,116926,,,,,0,1,0,,,,,,
1,1701447184757,01/12/2023 16:13:04,1701447190218,2,01/12/2023 18:13:10,146089,8,task-vpa3,,33355836,BLIND,9875821,,complete,,656a05c0f9c69196c15ce23d,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1200,1788x1091,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,4,test passed,,,,6,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1701447226356,01/12/2023 16:13:46,1701447231846,2,01/12/2023 18:13:51,146089,8,task-vpa3,,33355836,BLIND,9875821,,complete,,656a05c0f9c69196c15ce23d,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1200,1788x1091,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,4,test passed,,,,6,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,41610.79999999702,,,,,0,1,0,,,,,,Prompt
3,1701447226458,01/12/2023 16:13:46,1701447231856,2,01/12/2023 18:13:51,146089,8,task-vpa3,,33355836,BLIND,9875821,,complete,,656a05c0f9c69196c15ce23d,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1200,1788x1091,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,4,test passed,,,,6,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,1.2999999970197678,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
4,1701447228491,01/12/2023 16:13:48,1701447233994,2,01/12/2023 18:13:53,146089,8,task-vpa3,,33355836,BLIND,9875821,,complete,,656a05c0f9c69196c15ce23d,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1200,1788x1091,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,4,test passed,,,,6,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone1,response_rating_scale_likert_active,2138.699999988079,,,1,1,1,0,0,,,,,,Task
5,1701447228568,01/12/2023 16:13:48,1701447234000,2,01/12/2023 18:13:54,146089,8,task-vpa3,,33355836,BLIND,9875821,,complete,,656a05c0f9c69196c15ce23d,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1200,1788x1091,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,4,test passed,,,,6,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone4,content_web_audio,0.4000000059604645,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
6,1701447229861,01/12/2023 16:13:49,1701447235367,2,01/12/2023 18:13:55,146089,8,task-vpa3,,33355836,BLIND,9875821,,complete,,656a05c0f9c69196c15ce23d,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1200,1788x1091,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,4,test passed,,,,6,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone1,response_rating_scale_likert_active,1367.800000011921,,,7,1,1,0,0,,,,,,Task
7,1701447229967,01/12/2023 16:13:49,1701447235374,2,01/12/2023 18:13:55,146089,8,task-vpa3,,33355836,BLIND,9875821,,complete,,656a05c0f9c69196c15ce23d,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1200,1788x1091,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,4,test passed,,,,6,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,0.6000000089406967,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
8,1701447231160,01/12/2023 16:13:51,1701447236667,2,01/12/2023 18:13:56,146089,8,task-vpa3,,33355836,BLIND,9875821,,complete,,656a05c0f9c69196c15ce23d,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1200,1788x1091,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,4,test passed,,,,6,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone1,response_rating_scale_likert_active,1293.5,,,4,1,1,0,0,,,,,,Task
